track_id,forecast_time,valid_time_est,lead_time,center_lat,center_lon,cone_radius_km,estimated_population_exposed,risk_score,region_proxy
MELISSA,2025-10-23 12:00:00+00:00,2025-10-24 12:00:00+00:00,24,15.786274509803924,-75.22745098039216,167.2113930273017,2852512.1589186946,72.4713537637149,R_10_10
MELISSA,2025-10-24 12:00:00+00:00,2025-10-24 18:00:00+00:00,6,15.67058823529412,-74.88039215686274,132.30730676305416,2163080.1379437856,71.65934363155758,R_10_10
MELISSA,2025-10-23 18:00:00+00:00,2025-10-24 18:00:00+00:00,24,16.080392156862747,-75.04509803921569,193.73590951572973,2988811.6059044423,72.54163946097616,R_10_10
MELISSA,2025-10-24 18:00:00+00:00,2025-10-25 00:00:00+00:00,6,15.860784313725487,-74.93921568627451,162.7026269923826,2293040.533351419,71.79555437255934,R_10_10
MELISSA,2025-10-24 12:00:00+00:00,2025-10-25 00:00:00+00:00,12,15.949019607843136,-75.04705882352941,147.5484014692231,2283029.7313251444,71.78091127424481,R_10_10
MELISSA,2025-10-24 00:00:00+00:00,2025-10-25 00:00:00+00:00,24,16.158823529411766,-75.7921568627451,170.5060424625731,3543601.156592937,73.03579786198094,R_10_10
MELISSA,2025-10-23 00:00:00+00:00,2025-10-25 00:00:00+00:00,48,16.13921568627451,-76.09607843137255,272.78218075571317,5249875.4488033485,74.13822496229501,R_10_10
MELISSA,2025-10-25 00:00:00+00:00,2025-10-25 06:00:00+00:00,6,16.14509803921569,-75.04509803921569,128.37980119000233,2042775.8204793043,71.34428444416896,R_10_10
MELISSA,2025-10-24 18:00:00+00:00,2025-10-25 06:00:00+00:00,12,16.168627450980395,-75.17254901960784,164.4535700986334,2970058.14623494,72.52163143060883,R_10_10
MELISSA,2025-10-23 06:00:00+00:00,2025-10-25 06:00:00+00:00,48,16.646,-75.986,298.8348906660794,6399260.980107963,74.58474354785407,R_10_10
MELISSA,2025-10-25 00:00:00+00:00,2025-10-25 12:00:00+00:00,12,16.364705882352943,-75.27450980392157,157.18803671447168,2729804.2353890995,72.18415838899438,R_10_10
